rarity,id,name,image_url,appeal,skill,preawakened
R+,44,Kī Saegusa+,https://vignette.wikia.nocookie.net/aikatsu/images/7/78/Photokatsu_0044.png/revision/latest?cb=20160131125549,Pop Flash,Pop plus Appeal (ii),
R,45,Sora Kazesawa,https://vignette.wikia.nocookie.net/aikatsu/images/d/d2/Photokatsu_0045.jpg/revision/latest?cb=20160129111803,Sexy Flash,Sexy Score UP! (ii),
R+,46,Sora Kazesawa+,https://vignette.wikia.nocookie.net/aikatsu/images/3/36/Photokatsu_0046.jpg/revision/latest?cb=20160205162147,Sexy Flash,Sexy Score UP! (ii),
R,47,Maria Himesato,https://vignette.wikia.nocookie.net/aikatsu/images/3/3d/Photokatsu_0047.jpg/revision/latest?cb=20171020112539,Cute Flash,Aura plus Appeal (ii),
R+,48,Maria Himesato+,https://vignette.wikia.nocookie.net/aikatsu/images/5/5f/Photokatsu_0048.jpg/revision/latest?cb=20160205162216,Cute Flash,Aura plus Appeal (ii),
SR,49,"""Tonight's Spotlight"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/5/5c/Photokatsu_0049.jpg/revision/latest?cb=20160202123258,Double Moon Jewel,Sexy plus Appeal! (iii),
SR+,50,"""Night of the Moon"" Mizuki Kanzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/2/28/Photokatsu_0050.jpg/revision/latest?cb=20160203135418,Double Moon Jewel,Sexy plus Appeal! (iii),
R,51,Mizuki Kanzaki,https://vignette.wikia.nocookie.net/aikatsu/images/1/19/Photokatsu_0051.jpg/revision/latest?cb=20160129111733,Sexy Flash,Sexy Change (ii),
R+,52,Mizuki Kanzaki+,https://vignette.wikia.nocookie.net/aikatsu/images/c/c1/Photokatsu_0052.jpg/revision/latest?cb=20160203040601,Sexy Flash,Sexy Change (ii),
SR,53,"""Going Out on a Day Off"" Mikuru Natsuki",https://vignette.wikia.nocookie.net/aikatsu/images/2/26/Photokatsu_0053.jpg/revision/latest?cb=20160202131359,Cheerful Kiss,Aura plus Appeal!(iii),
SR+,54,"""Vivid Time"" Mikuru Natsuki+",https://vignette.wikia.nocookie.net/aikatsu/images/b/ba/Photokatsu_0054.jpg/revision/latest?cb=20160211113325,Cheerful Kiss,Aura plus Appeal!(iii),
R,55,Mikuru Natsuki,https://vignette.wikia.nocookie.net/aikatsu/images/c/c9/Photokatsu_0055.jpg/revision/latest?cb=20160129112023,Pop Flash,Pop plus Appeal! (ii),
R+,56,Mikuru Natsuki+,https://vignette.wikia.nocookie.net/aikatsu/images/4/4e/Photokatsu_0056.jpg/revision/latest?cb=20160203163659,Cheerful Kiss,Pop plus Appeal! (ii),
PR,57,"""A White Bird Floating On Top of the Water"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/9/91/Photokatsu_0057.jpg/revision/latest?cb=20160131131235,Premium Dreaming Heart,Cute Aura UP! (iv),
PR+,58,"""The Grand White Bird Dancing on the Lake"" Akari Ōzora+",https://vignette.wikia.nocookie.net/aikatsu/images/2/2e/Photokatsu_0058.png/revision/latest?cb=20160201140301,Premium Dreaming Heart,Cute Aura UP! (iv),
SR,59,"""Let's sing a SHOW!"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/e/e5/Photokatsu_0059.jpg/revision/latest?cb=20160202123400,Dreaming Heart,Cute Change (iii),
SR+,60,"""Happy Show Time!"" Akari Ōzora+",https://vignette.wikia.nocookie.net/aikatsu/images/a/a4/Photokatsu_0060.png/revision/latest?cb=20160203213000,Dreaming Heart,Cute Change (iii),
R,61,Akari Ōzora,https://vignette.wikia.nocookie.net/aikatsu/images/7/7b/Photokatsu_0061.png/revision/latest?cb=20160127092534,Cute Flash,Cute Change (ii),
R+,62,Akari Ōzora+,https://vignette.wikia.nocookie.net/aikatsu/images/7/7e/Photokatsu_0062.jpg/revision/latest?cb=20160204174227,Cute Flash,Cute Change (ii),
PR,63,"""Falling in love with an Apple"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/5/56/Photokatsu_0063.png/revision/latest?cb=20160128085840,Premium Clock Circus,Cool Score UP! (iv),
PR+,64,"""The Tree of Rubies"" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/8/82/Photokatsu_0064.jpg/revision/latest?cb=20160209170344,Premium Clock Circus,Cool Score UP! (iv),
SR,65,"""Blue Noblesse"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/8/87/Photokatsu_0065.jpg/revision/latest?cb=20160128125938,Clock Circus,Cool plus Appeal! (iii),
SR+,66,"""The New Green Blossom"" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/3/36/Photokatsu_0066.jpg/revision/latest?cb=20160202142336,Clock Circus,Cool plus Appeal! (iii),
R,67,Sumire Hikami,https://vignette.wikia.nocookie.net/aikatsu/images/b/b0/Photokatsu_0067.jpg/revision/latest?cb=20180723121221,Cool Flash,Cool Score UP! (ii),
R+,68,Sumire Hikami+,https://vignette.wikia.nocookie.net/aikatsu/images/b/b8/Photokatsu_0068.jpg/revision/latest?cb=20160206130022,Cool Flash,Cool Score UP! (ii),
PR,69,"""To the World of Dreams"" Hinaki Shinjō",https://vignette.wikia.nocookie.net/aikatsu/images/e/e0/Photokatsu_0069.jpg/revision/latest?cb=20160131124803,Premium Cheerful Kiss,Pop plus Appeal! (iv),
PR+,70,"""Miracle World"" Hinaki Shinjō+",https://vignette.wikia.nocookie.net/aikatsu/images/3/35/Photokatsu_0070.jpg/revision/latest?cb=20160202130953,Premium Cheerful Kiss,Pop plus Appeal! (iv),
R,71,Hinaki Shinjō,https://vignette.wikia.nocookie.net/aikatsu/images/0/04/Photokatsu_0071.jpg/revision/latest?cb=20160131125317,Pop Flash,Pop Score UP! (ii),
R+,72,Hinaki Shinjō+,https://vignette.wikia.nocookie.net/aikatsu/images/d/d0/Photokatsu_0072.jpg/revision/latest?cb=20160204173704,Pop Flash,Pop Score UP! (ii),
R,73,Juri Kurebayashi,https://vignette.wikia.nocookie.net/aikatsu/images/c/c8/Photokatsu_0073.jpg/revision/latest?cb=20180723121402,Sexy Flash,Sexy Score UP! (ii),
R+,74,Juri Kurebayashi+,https://vignette.wikia.nocookie.net/aikatsu/images/8/85/Photokatsu_0074.jpg/revision/latest?cb=20160204173621,Sexy Flash,Sexy Score UP! (ii),
R,75,Madoka Amahane,https://vignette.wikia.nocookie.net/aikatsu/images/2/2d/Photokatsu_0075.jpg/revision/latest?cb=20181015220245,Cute Flash,Cute Score UP! (ii),
R+,76,Madoka Amahane+,https://vignette.wikia.nocookie.net/aikatsu/images/b/b3/Photokatsu_0076.jpg/revision/latest?cb=20160201004907,Cute Flash,Cute Score UP! (ii),
R,77,Rin Kurosawa,https://vignette.wikia.nocookie.net/aikatsu/images/0/07/Photokatsu_0077.jpg/revision/latest?cb=20180723121601,Cool Flash,Cool plus Appeal! (ii),
R+,78,Rin Kurosawa+,https://vignette.wikia.nocookie.net/aikatsu/images/2/27/Photokatsu_0078.jpg/revision/latest?cb=20160202130919,Cool Flash,Cool plus Appeal! (ii),
R,79,Miyabi Fujiwara,https://vignette.wikia.nocookie.net/aikatsu/images/b/b1/Photokatsu_0079.jpg/revision/latest?cb=20160127235004,Sexy Flash,Sexy Score UP! (ii),
R+,80,Miyabi Fujiwara+,https://vignette.wikia.nocookie.net/aikatsu/images/9/9f/Photokatsu_0080.jpg/revision/latest?cb=20160129125806,Sexy Flash,Sexy Score UP! (ii),
R,81,Kokone Kurisu,https://vignette.wikia.nocookie.net/aikatsu/images/d/d9/Photokatsu_0081.jpg/revision/latest?cb=20180723121634,Pop Flash,Pop Change (ii),
R+,82,Kokone Kurisu+,https://vignette.wikia.nocookie.net/aikatsu/images/a/ad/Photokatsu_0082.jpg/revision/latest?cb=20160204175016,Pop Flash,Pop Change (ii),
N,83,Harumi Sano,https://vignette.wikia.nocookie.net/aikatsu/images/f/fd/Photokatsu_0083.jpg/revision/latest?cb=20160128094336,Girly Step,Cute Aura UP! (i),
N+,84,Harumi Sano+,https://vignette.wikia.nocookie.net/aikatsu/images/d/d7/Photokatsu_0084.jpg/revision/latest?cb=20160206131956,Girly Step,Cute Aura UP! (i),
N,85,Nana Yuzuki,https://vignette.wikia.nocookie.net/aikatsu/images/9/9c/Photokatsu_0085.jpg/revision/latest?cb=20160127112307,Girly Step,Heart Full Time (i),
N+,86,Nana Yuzuki+,https://vignette.wikia.nocookie.net/aikatsu/images/d/d4/Photokatsu_0086.png/revision/latest?cb=20160202133238,Girly Step,Heart Full Time (i),
N,87,Yuna Nakayama,https://vignette.wikia.nocookie.net/aikatsu/images/5/5c/Photokatsu_0087.png/revision/latest?cb=20160127092839,Girly Step,Heart Full Time (i),
N+,88,Yuna Nakayama+,https://vignette.wikia.nocookie.net/aikatsu/images/f/f6/Photokatsu_0088.png/revision/latest?cb=20160131071136,Girly Step,Heart Full Time (i),
N,89,Aya Hirasaka,https://vignette.wikia.nocookie.net/aikatsu/images/1/1b/Photokatsu_0089.jpg/revision/latest?cb=20160128094454,Girly Step,Cute Score UP! (i),
N+,90,Aya Hirasaka+,https://vignette.wikia.nocookie.net/aikatsu/images/4/40/Photokatsu_0090.jpg/revision/latest?cb=20160130155940,Girly Step,Cute Score UP! (i),
N,91,Maria Ayasaki,https://vignette.wikia.nocookie.net/aikatsu/images/8/80/Photokatsu_0091.jpg/revision/latest?cb=20160127112535,Girly Step,Cute Change (i),
N+,92,Maria Ayasaki+,https://vignette.wikia.nocookie.net/aikatsu/images/8/85/Photokatsu_0092.jpg/revision/latest?cb=20160206132939,Girly Step,Cute Change (i),
N,93,Konatsu Ayase,https://vignette.wikia.nocookie.net/aikatsu/images/3/37/Photokatsu_0093.jpg/revision/latest?cb=20160128094819,Girly Step,Cute plus Appeal! (i),
N+,94,Konatsu Ayase+,https://vignette.wikia.nocookie.net/aikatsu/images/8/86/Photokatsu_0094.jpg/revision/latest?cb=20160130091341,Girly Step,Cute plus Appeal! (i),
N,95,Mimi Watanuki,https://vignette.wikia.nocookie.net/aikatsu/images/e/ee/Photokatsu_0095.jpg/revision/latest?cb=20160127112135,Girly Step,Cute Aura UP! (i),
N+,96,Mimi Watanuki+,https://vignette.wikia.nocookie.net/aikatsu/images/b/b6/Photokatsu_0096.jpg/revision/latest?cb=20160206133003,Girly Step,Cute Aura UP! (i),
N,97,Anna Kodama,https://vignette.wikia.nocookie.net/aikatsu/images/9/90/Photokatsu_0097.jpg/revision/latest?cb=20160127112806,Girly Step,Cute Change (i),
N+,98,Anna Kodama+,https://vignette.wikia.nocookie.net/aikatsu/images/5/56/Photokatsu_0098.jpg/revision/latest?cb=20160130160233,Girly Step,Cute Change (i),
N,99,Himari Otoha,https://vignette.wikia.nocookie.net/aikatsu/images/b/ba/Photokatsu_0099.jpg/revision/latest?cb=20160128095400,Girly Step,Cute plus Appeal! (i),
N+,100,Himari Otoha+,https://vignette.wikia.nocookie.net/aikatsu/images/c/c7/Photokatsu_0100.jpg/revision/latest?cb=20160130160433,Girly Step,Cute plus Appeal! (i),
N,101,Oto Kinkawa,https://vignette.wikia.nocookie.net/aikatsu/images/a/ae/Photokatsu_0101.jpg/revision/latest?cb=20160127112854,Girly Step,Cute plus Appeal! (i),
N+,102,Oto Kinkawa+,https://vignette.wikia.nocookie.net/aikatsu/images/f/f9/Photokatsu_0102.jpg/revision/latest?cb=20160206132923,Girly Step,Cute plus Appeal! (i),
N,103,Kokoro Yoshikawa,https://vignette.wikia.nocookie.net/aikatsu/images/b/bf/Photokatsu_0103.jpg/revision/latest?cb=20160128095605,Sharp Spin,Cool Aura UP! (i),
N+,104,Kokoro Yoshikawa+,https://vignette.wikia.nocookie.net/aikatsu/images/8/89/Photokatsu_0104.png/revision/latest?cb=20160205064058,Sharp Spin,Cool Aura UP! (i),
N,105,Nanami Shibata,https://vignette.wikia.nocookie.net/aikatsu/images/b/b5/Photokatsu_0105.jpg/revision/latest?cb=20160127113021,Sharp Spin,Cool plus Appeal! (i),
N+,106,Nanami Shibata+,https://vignette.wikia.nocookie.net/aikatsu/images/6/6f/Photokatsu_0106.png/revision/latest?cb=20160205063822,Sharp Spin,Cool plus Appeal! (i),
N,107,Nagisa Matsue,https://vignette.wikia.nocookie.net/aikatsu/images/2/2e/Photokatsu_107.jpg/revision/latest?cb=20160128100626,Sharp Spin,Cool Score UP! (i),
N+,108,Nagisa Matsue+,https://vignette.wikia.nocookie.net/aikatsu/images/b/b1/Photokatsu_0108.png/revision/latest?cb=20160205063805,Sharp Spin,Cool Score UP! (i),
N,109,Wakaba Kuze,https://vignette.wikia.nocookie.net/aikatsu/images/d/df/Photokatsu_0109.jpg/revision/latest?cb=20160128101034,Sharp Spin,Cool Aura UP! (i),
N+,110,Wakaba Kuze+,https://vignette.wikia.nocookie.net/aikatsu/images/6/6f/Photokatsu_0110.png/revision/latest?cb=20160205063801,Sharp Spin,Cool Aura UP! (i),
N,111,Rio Kimura,https://vignette.wikia.nocookie.net/aikatsu/images/b/ba/Photokatsu_0111.jpg/revision/latest?cb=20160127113256,Sharp Spin,Cool Change (i),
N+,112,Rio Kimura+,https://vignette.wikia.nocookie.net/aikatsu/images/9/9e/Photokatsu_0112.png/revision/latest?cb=20160205063745,Sharp Spin,Cool Change (i),
N,113,Akira Natsume,https://vignette.wikia.nocookie.net/aikatsu/images/0/0a/Photokatsu_0113.jpg/revision/latest?cb=20160127113657,Sharp Spin,Cool Aura UP! (i),
N+,114,Akira Natsume+,https://vignette.wikia.nocookie.net/aikatsu/images/1/14/Photokatsu_0114.png/revision/latest?cb=20160205063708,Sharp Spin,Cool Aura UP! (i),
N,115,Michiru Kurosawa,https://vignette.wikia.nocookie.net/aikatsu/images/8/83/Photokatsu_0115.png/revision/latest?cb=20160127093011,Sharp Spin,Cool plus Appeal! (i),
N+,116,Michiru Kurosawa+,https://vignette.wikia.nocookie.net/aikatsu/images/4/49/Photokatsu_0116.jpg/revision/latest?cb=20160130091502,Sharp Spin,Cool plus Appeal! (i),
N,117,Ayako Yuki,https://vignette.wikia.nocookie.net/aikatsu/images/8/82/Photokatsu_0117.jpg/revision/latest?cb=20160128101219,Sharp Spin,Cool Change (i),
N+,118,Ayako Yuki+,https://vignette.wikia.nocookie.net/aikatsu/images/6/69/Photokatsu_0118.png/revision/latest?cb=20160205063651,Sharp Spin,Cool Change (i),
N,119,Yū Hattori,https://vignette.wikia.nocookie.net/aikatsu/images/e/eb/Photokatsu_0119.png/revision/latest?cb=20160127093219,Sharp Spin,Cool Aura UP! (i),
N+,120,Yū Hattori+,https://vignette.wikia.nocookie.net/aikatsu/images/c/c4/Photokatsu_0120.png/revision/latest?cb=20160131142205,Sharp Spin,Cool Aura UP! (i),
N,121,Reika Yuki,https://vignette.wikia.nocookie.net/aikatsu/images/6/60/Photokatsu_121.jpg/revision/latest?cb=20160128121841,Sharp Spin,Heartful Time (i),
N+,122,Reika Yuki+,https://vignette.wikia.nocookie.net/aikatsu/images/0/0b/Photokatsu_0122.png/revision/latest?cb=20160205063121,Sharp Spin,Heartful Time (i),
N,123,Misaki Hirayama,https://vignette.wikia.nocookie.net/aikatsu/images/5/5c/Photokatsu_0123.jpg/revision/latest?cb=20160127113916,Just Move,Sexy Change (i),
N+,124,Misaki Hirayama+,https://vignette.wikia.nocookie.net/aikatsu/images/1/1c/Photokatsu_0124.jpg/revision/latest?cb=20160213013721,Just Move,Sexy Change (i),
N,125,Fumina Miyamoto,https://vignette.wikia.nocookie.net/aikatsu/images/b/b7/Photokatsu_125.jpg/revision/latest?cb=20160128101505,Just Move,Sexy plus Appeal! (i),
N+,126,Fumina Miyamoto+,https://vignette.wikia.nocookie.net/aikatsu/images/b/b8/Photokatsu_0126.jpg/revision/latest?cb=20160213031945,Just Move,Sexy plus Appeal! (i),
N,127,Erika Fujimoto,https://vignette.wikia.nocookie.net/aikatsu/images/6/69/Photokatsu_0127.jpg/revision/latest?cb=20160127114109,Just Move,Sexy Change (i),
N+,128,Erika Fujimoto+,https://vignette.wikia.nocookie.net/aikatsu/images/e/ed/Photokatsu_0128.jpg/revision/latest?cb=20160213031927,Just Move,Sexy Change (i),
N,129,Tomoe Takaoka,https://vignette.wikia.nocookie.net/aikatsu/images/3/3e/Photokatsu_0129.jpg/revision/latest?cb=20160128122028,Just Move,Sexy Aura UP! (i),
N+,130,Tomoe Takaoka+,https://vignette.wikia.nocookie.net/aikatsu/images/4/41/Photokatsu_0130.jpg/revision/latest?cb=20160213013654,Just Move,Sexy Aura UP! (i),
N,131,Sumire Katagiri,https://vignette.wikia.nocookie.net/aikatsu/images/f/f4/Photokatsu_0131.png/revision/latest?cb=20160127110422,Just Move,Sexy plus Appeal! (i),
N+,132,Sumire Katagiri+,https://vignette.wikia.nocookie.net/aikatsu/images/8/85/Photokatsu_0132.jpg/revision/latest?cb=20160213031908,Just Move,Sexy plus Appeal! (i),
N,133,Karin Kikuchi,https://vignette.wikia.nocookie.net/aikatsu/images/9/96/Photokatsu_0133.png/revision/latest?cb=20160127110231,Just Move,Sexy Aura UP! (i),
N+,134,Karin Kikuchi+,https://vignette.wikia.nocookie.net/aikatsu/images/9/94/Photokatsu_0134.jpg/revision/latest?cb=20160213013553,Just Move,Sexy Aura UP! (i),
N,135,Anju Nagasaki,https://vignette.wikia.nocookie.net/aikatsu/images/0/01/Photokatsu_0135.jpg/revision/latest?cb=20160128123053,Just Move,Sexy Aura UP! (i),
N+,136,Anju Nagasaki+,https://vignette.wikia.nocookie.net/aikatsu/images/1/1a/Photokatsu_0136.jpg/revision/latest?cb=20160213031849,Just Move,Sexy Aura UP! (i),
N,137,Urara Nikaidō,https://vignette.wikia.nocookie.net/aikatsu/images/8/82/Photokatsu_0137.png/revision/latest?cb=20160127093358,Just Move,Heart Full Time (i),
N+,138,Urara Nikaidō+,https://vignette.wikia.nocookie.net/aikatsu/images/a/a3/Photokatsu_0138.png/revision/latest?cb=20160127123400,Just Move,Heart Full Time (i),
N,139,Miori Muto,https://vignette.wikia.nocookie.net/aikatsu/images/3/3e/Photokatsu_0139.png/revision/latest?cb=20160127110116,Just Move,Sexy plus Appeal (i),
N+,140,Miori Muto+,https://vignette.wikia.nocookie.net/aikatsu/images/4/41/Photokatsu_0140.jpg/revision/latest?cb=20160213031828,Just Move,Sexy plus Appeal (i),
N,141,Nana Saeki,https://vignette.wikia.nocookie.net/aikatsu/images/3/3c/Photokatsu_0141.jpg/revision/latest?cb=20160128123202,Just Move,Sexy Score UP! (i),
N+,142,Nana Saeki+,https://vignette.wikia.nocookie.net/aikatsu/images/c/cd/Photokatsu_0142.jpg/revision/latest?cb=20160213031810,Just Move,Sexy Score UP! (i),
N,143,Chiyo Nonomiya,https://vignette.wikia.nocookie.net/aikatsu/images/a/a3/Photokatsu_0143.jpg/revision/latest?cb=20160128123241,Pure Wink,Pop plus Appeal! (i),
N+,144,Chiyo Nonomiya+,https://vignette.wikia.nocookie.net/aikatsu/images/c/ce/Photokatsu_0144.jpg/revision/latest?cb=20160213184758,Pure Wink,Pop plus Appeal! (i),
